1,535.000,272.000,93.000,186.000,1.796
1,226.000,130.000,97.000,194.000,1.752
1,807.000,154.000,98.000,196.000,2.789
1,208.000,343.000,72.000,145.000,0.869
2,232.000,251.000,122.000,244.000,1.871
2,306.000,256.000,124.000,247.000,1.686
2,468.000,207.000,119.000,238.000,0.770
2,386.000,271.000,86.000,172.000,0.142
3,227.000,225.000,306.000,612.000,0.596
3,280.000,428.000,187.000,375.000,0.545
3,135.000,517.000,66.000,132.000,0.583
3,210.000,471.000,82.000,164.000,0.167
3,642.000,296.000,74.000,148.000,0.507
4,446.000,205.000,289.000,578.000,3.385
4,759.000,223.000,338.000,675.000,2.896
4,274.000,229.000,217.000,433.000,2.245
5,281.000,164.000,268.000,535.000,0.907
5,488.000,217.000,239.000,478.000,1.151
5,246.000,185.000,180.000,359.000,1.896
5,295.000,-8.000,68.000,137.000,0.817
6,184.000,184.000,336.000,671.000,1.572
6,400.000,139.000,343.000,686.000,0.896
6,463.000,542.000,127.000,253.000,0.946
6,1144.000,386.000,122.000,243.000,1.371
6,86.000,436.000,99.000,199.000,0.180
6,1029.000,445.000,73.000,146.000,1.164
6,1037.000,290.000,72.000,143.000,0.331
7,224.000,156.000,128.000,256.000,0.671
7,333.000,161.000,133.000,265.000,1.496
7,446.000,146.000,140.000,280.000,0.420
7,505.000,146.000,140.000,280.000,0.533
7,163.000,183.000,136.000,273.000,1.351
7,664.000,107.000,78.000,156.000,0.469
8,-147.000,88.000,294.000,587.000,0.898
8,246.000,128.000,221.000,442.000,0.197
8,893.000,172.000,116.000,232.000,1.058
8,454.000,99.000,408.000,816.000,0.914
9,193.000,165.000,215.000,429.000,1.574
9,712.000,174.000,218.000,436.000,1.232
9,-15.000,174.000,149.000,297.000,0.612
9,217.000,228.000,75.000,150.000,0.869
9,541.000,457.000,121.000,242.000,0.558
9,-34.000,54.000,68.000,136.000,0.426
11,103.000,157.000,362.000,723.000,0.305
11,364.000,433.000,202.000,403.000,0.737
11,476.000,263.000,74.000,147.000,0.488
11,137.000,289.000,79.000,157.000,1.301
11,302.000,386.000,67.000,134.000,0.720
12,416.000,260.000,85.000,170.000,0.862
12,520.000,440.000,70.000,139.000,0.365
13,389.000,158.000,279.000,558.000,0.778
14,441.000,180.000,274.000,547.000,1.261
15,122.000,146.000,147.000,293.000,0.596
16,-45.000,114.000,90.000,181.000,1.060
16,101.000,163.000,81.000,161.000,0.683
16,53.000,307.000,71.000,142.000,0.728
17,487.000,223.000,189.000,377.000,1.797
17,178.000,244.000,183.000,366.000,2.123
17,759.000,257.000,176.000,352.000,2.443
17,288.000,297.000,156.000,312.000,0.938
17,-9.000,237.000,108.000,216.000,0.260
18,-57.000,295.000,115.000,229.000,1.733
18,138.000,136.000,210.000,420.000,1.346
19,851.000,576.000,95.000,190.000,0.611
19,-57.000,535.000,114.000,227.000,0.339
