1,194,140,129,216,28.5013
1,187,178,107,178,28.1045
1,205,393,107,178,29.5395
1,292,194,97,162,28.2059
2,15,269,189,316,28.2993
3,316,633,172,287,29.4883
3,151,335,129,216,30.5649
3,235,747,97,162,28.3001
4,741,92,278,463,28.5046
4,834,231,278,463,28.5496
4,842,536,229,383,30.0011
4,129,230,172,287,30.1407
4,797,287,156,261,29.5102
4,863,457,156,261,28.2121
4,1026,86,129,216,29.0557
4,497,529,129,216,28.6676
4,625,438,97,162,29.0712
5,172,421,229,383,30.025
5,183,75,129,216,28.8334
5,251,471,97,162,28.2388
6,818,261,208,348,34.5246
6,215,143,172,287,29.6226
6,762,316,172,287,28.1978
6,824,78,156,261,28.3462
6,1033,117,156,261,29.6511
6,300,562,156,261,28.9142
6,725,701,142,237,29.3666
6,291,389,129,216,28.045
6,843,637,129,216,28.3049
6,963,314,117,196,28.1561
6,98,373,117,196,29.1933
6,864,737,117,196,28.0446
6,902,276,107,178,28.8028
6,178,536,107,178,28.2516
6,462,56,97,162,28.1738
6,308,64,97,162,29.0341
6,333,219,97,162,30.0604
6,592,373,97,162,28.0547
6,97,617,97,162,28.7165
6,674,682,97,162,28.0092
7,443,79,189,316,30.8223
7,422,167,117,196,28.1186
7,134,151,107,178,28.1957
8,243,557,208,348,29.3998
8,187,474,172,287,29.1708
8,244,532,172,287,28.9138
8,334,628,117,196,29.2044
8,750,0,107,178,28.5068
8,250,393,107,178,28.8933
8,44,634,107,178,29.8794
8,869,194,97,162,30.4292
8,601,243,97,162,28.2591
8,860,243,97,162,29.5749
8,56,438,97,162,28.896
8,32,633,97,162,29.6416
9,167,255,117,196,28.1154
9,432,343,117,196,29.1378
9,53,178,107,178,29.3236
9,589,205,107,178,29.3165
10,547,463,142,237,29.7814
10,725,630,142,237,30.6241
10,324,497,129,216,28.9582
10,560,658,117,196,29.0856
10,462,341,97,162,28.3403
11,399,194,129,216,31.0773
11,508,659,129,216,29.6964
11,196,0,107,178,29.0793
11,107,473,107,178,29.301
11,527,609,97,162,28.4622
12,834,575,172,287,28.9596
12,259,227,129,216,28.2917
12,491,147,117,196,28.8104
12,186,687,117,196,28.2319
12,966,698,97,162,29.8662
13,1028,253,189,316,28.5668
13,439,439,142,237,28.0643
13,677,439,142,237,30.023
13,378,21,129,216,29.7143
13,64,583,129,216,29.6405
13,943,501,117,196,28.8934
13,913,589,117,196,29.4071
13,786,609,117,196,28.0063
13,839,661,107,178,29.0424
13,747,527,97,162,28.6504
13,852,544,97,162,28.6593
13,812,552,97,162,28.0655
13,674,560,97,162,28.287
14,174,253,189,316,29.435
14,835,68,117,196,29.0092
14,953,579,117,196,28.2959
14,438,316,97,162,30.057
15,304,49,117,196,28.2594
17,411,110,189,316,30.2479
17,439,225,142,237,31.0917
17,707,216,117,196,30.0997
17,852,138,97,162,28.1384
17,389,194,97,162,29.5998
18,172,230,172,287,28.7187
19,35,83,142,237,28.1365
19,681,129,129,216,29.3633
19,43,291,129,216,31.4318
19,373,167,117,196,30.5321
19,511,285,117,196,30.5264
19,1107,160,107,178,28.0544
19,1072,214,107,178,28.0983
19,1080,146,97,162,29.186
19,259,235,97,162,30.7055
19,804,682,97,162,29.1851
21,357,146,97,162,28.3622
21,365,227,97,162,30.5364
21,389,617,97,162,29.5655
22,205,367,129,216,29.5407
23,117,143,156,261,29.415
23,108,43,129,216,29.534
23,1023,170,97,162,29.0989
24,830,17,107,178,29.7997
24,836,0,97,162,28.1464
25,43,43,172,287,28.8019
25,446,532,172,287,29.3619
25,733,618,172,287,28.1168
25,190,487,142,237,28.838
25,190,499,142,237,29.2895
25,659,605,129,216,28.3323
25,678,481,117,196,28.189
25,117,501,117,196,29.2553
25,638,560,117,196,29.575
25,35,553,107,178,29.1779
25,97,40,97,162,28.5938
25,730,527,97,162,29.5635
25,365,625,97,162,33.1539
26,237,302,129,216,30.1392
26,32,367,129,216,28.375
26,421,410,129,216,32.7273
26,560,127,117,196,28.2949
26,294,353,117,196,31.0461
26,169,276,107,178,31.0054
26,178,373,97,162,28.7281
27,547,400,252,421,28.8774
27,63,585,189,316,28.8644
27,1070,594,142,237,28.1381
27,908,64,129,216,29.2214
27,108,599,117,196,28.6909
27,402,670,107,178,28.0117
27,487,341,97,162,28.456
28,25,50,305,509,30.8225
28,593,555,229,383,30.0744
28,506,284,189,316,28.5
28,719,497,156,261,28.0809
28,335,713,129,216,29.0087
28,471,9,117,196,29.3354
28,39,117,117,196,29.11
28,89,80,107,178,29.1132
28,384,259,107,178,28.214
28,214,348,107,178,29.4634
28,929,393,107,178,28.0294
28,670,491,107,178,31.9026
28,116,500,107,178,28.0637
28,901,333,97,162,28.992
28,81,373,97,162,28.1587
29,474,203,407,678,28.4888
29,88,717,117,196,28.0212
30,705,348,107,178,35.6573
30,777,410,107,178,28.1566
30,35,464,107,178,28.3391
30,294,464,107,178,28.6116
30,48,430,97,162,28.4807
30,203,462,97,162,28.9208
31,610,67,407,678,29.6999
31,237,221,189,316,30.176
31,172,71,172,287,29.4849
31,529,32,129,216,28.6536
31,248,616,129,216,30.1128
31,530,68,117,196,32.7543
31,373,216,117,196,28.3167
31,953,304,117,196,28.4129
31,275,324,117,196,29.512
31,304,373,117,196,29.2914
31,243,40,97,162,30.2952
31,544,97,97,162,28.5003
31,925,138,97,162,29.0943
32,568,147,252,421,28.2649
32,464,402,107,178,29.2659
32,869,341,97,162,28.6882
33,153,95,229,383,30.2477
33,759,332,189,316,28.0982
33,642,356,142,237,29.3322
33,130,439,142,237,28.7756
33,151,259,129,216,28.6462
33,518,281,129,216,28.6371
33,442,285,117,196,29.0305
33,176,343,117,196,28.4172
33,412,511,117,196,30.5391
33,303,276,107,178,29.1253
33,98,500,107,178,29.8835
33,24,259,97,162,28.3136
34,435,174,208,348,28.1344
34,237,506,189,316,28.6655
34,457,26,156,261,28.1024
34,235,588,156,261,28.5732
34,196,614,156,261,28.8562
34,313,605,129,216,28.785
34,432,648,129,216,31.5673
34,707,58,117,196,28.5648
34,638,363,117,196,28.9567
34,929,276,107,178,28.1365
34,917,48,97,162,29.7278
34,617,121,97,162,28.1596
34,706,373,97,162,29.225
35,156,470,156,261,30.9741
35,428,523,142,237,28.3681
35,302,594,129,216,28.2693
36,388,302,172,287,29.1103
36,820,392,142,237,28.0824
36,832,464,129,216,28.2179
36,869,341,97,162,29.842
36,268,373,97,162,28.2664
36,592,584,97,162,30.984
37,172,129,129,216,29.9567
37,270,140,129,216,29.7908
37,343,383,117,196,28.0985
37,160,339,107,178,28.2768
37,446,162,97,162,29.2458
37,901,211,97,162,28.8881
38,97,16,97,162,29.8741
39,432,324,129,216,29.7239
39,616,378,129,216,29.5551
39,471,186,97,162,28.5803
40,259,259,107,178,29.2523
41,183,64,129,216,28.7151
41,353,39,117,196,28.3594
41,62,107,107,178,31.6067
41,203,81,97,162,28.0981
41,121,89,97,162,30.6983
42,835,295,208,348,28.6496
43,172,19,229,383,28.6382
43,330,400,208,348,31.4952
43,327,366,156,261,29.9328
43,654,356,142,237,28.1735
43,78,707,117,196,28.8214
43,643,62,107,178,29.2435
43,652,196,107,178,29.6239
43,698,381,97,162,28.1414
43,536,397,97,162,31.9265
43,625,397,97,162,28.2501
44,517,191,229,383,29.4749
44,767,183,129,216,28.5468
44,118,627,129,216,29.8431
44,232,223,107,178,28.4728
44,138,251,97,162,28.7193
44,56,739,97,162,28.9518
45,928,287,156,261,28.4913
45,668,579,117,196,28.2721
45,194,219,97,162,29.0707
46,274,117,156,261,28.3437
46,562,64,129,216,29.9534
47,69,452,208,348,29.2816
47,10,583,129,216,31.571
47,678,216,117,196,28.1956
48,28,252,336,560,28.3299
48,617,158,189,316,28.3744
48,810,575,156,261,29.8763
48,707,68,117,196,30.0363
48,178,71,107,178,28.3974
